term,normalized_term,semantic_hint,source,source_url,source_family,derived_variant,collision_risk,notes
Teacher Preparation Program Completer Status,teacher preparation program completer status,ROLE,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26750,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Teacher Education/Preparation
Teacher Preparation Program Enrollment Status,teacher preparation program enrollment status,ROLE,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26749,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Teacher Education/Preparation
Teachers colleges,teachers colleges,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,true,LOW,Derived mechanically from source-attested form “Teachers colleges (Carnegie)” (parenthetical-label-stripped); not independently source-attested as a standalone term.
Teachers colleges (Carnegie),teachers colleges carnegie,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,"Source-attested IPEDS glossary term. Related item: Carnegie Classification,Specialized institutions (Carnegie)"
Teaching Credential Basis,teaching credential basis,DOCUMENT_SYSTEM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26277,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Teacher Education/Preparation
Teaching Credential Type,teaching credential type,DOCUMENT_SYSTEM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26278,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Teacher Education/Preparation
Technical and paraprofessional,technical and paraprofessional,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Technology Skills Standards Met,technology skills standards met,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26537,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Staff; category=Professional Development
TED,ted,ACADEMIC_CONCEPT,National Student Clearinghouse Compliance Central Glossary,https://help.studentclearinghouse.org/compliancecentral/knowledge-base/glossary/,Sector enrollment reporting glossary,true,MEDIUM,Derived mechanically from source-attested form “Term End Date (TED)” (parenthetical-code-extracted); not independently source-attested as a standalone term.
Telephone Number,telephone number,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26279,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=Organization; category=Telephone
Telephone Number Listed Status,telephone number listed status,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=27911,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=Organization; category=Telephone
Telephone Number Type,telephone number type,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26280,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=Organization; category=Contact->Telephone
Temporarily restricted,temporarily restricted,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Tenure,tenure,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,HIGH,Source-attested IPEDS glossary term.
Tenure System,tenure system,DOCUMENT_SYSTEM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26715,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Institution; category=Directory
Tenure track,tenure track,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Term,term,ACADEMIC_CONCEPT,UT Austin Office of the Registrar Glossary of Catalog Terminology,https://registrar.utexas.edu/catalogs/glossary,Public institutional catalog/registrar glossary,false,HIGH,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
Term Begin Date,term begin date,ACADEMIC_CONCEPT,National Student Clearinghouse Compliance Central Glossary,https://help.studentclearinghouse.org/compliancecentral/knowledge-base/glossary/,Sector enrollment reporting glossary,true,LOW,Derived mechanically from source-attested form “Term Begin Date (TBD)” (parenthetical-label-stripped); not independently source-attested as a standalone term.
Term Begin Date (TBD),term begin date tbd,ACADEMIC_CONCEPT,National Student Clearinghouse Compliance Central Glossary,https://help.studentclearinghouse.org/compliancecentral/knowledge-base/glossary/,Sector enrollment reporting glossary,false,MEDIUM,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
Term End Date,term end date,ACADEMIC_CONCEPT,National Student Clearinghouse Compliance Central Glossary,https://help.studentclearinghouse.org/compliancecentral/knowledge-base/glossary/,Sector enrollment reporting glossary,true,LOW,Derived mechanically from source-attested form “Term End Date (TED)” (parenthetical-label-stripped); not independently source-attested as a standalone term.
Term End Date (TED),term end date ted,ACADEMIC_CONCEPT,National Student Clearinghouse Compliance Central Glossary,https://help.studentclearinghouse.org/compliancecentral/knowledge-base/glossary/,Sector enrollment reporting glossary,false,MEDIUM,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
Term endowment funds,term endowment funds,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Test of English as a Foreign Language,test of english as a foreign language,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,true,LOW,Derived mechanically from source-attested form “Test of English as a Foreign Language (TOEFL)” (parenthetical-label-stripped); not independently source-attested as a standalone term.
Test of English as a Foreign Language (TOEFL),test of english as a foreign language toefl,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,MEDIUM,Source-attested IPEDS glossary term. Related item: English Proficiency Test
Theological seminaries and other specialized faith-related institutions,theological seminaries and other specialized faith related institutions,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,true,LOW,Derived mechanically from source-attested form “Theological seminaries and other specialized faith-related institutions (Carnegie)” (parenthetical-label-stripped); not independently source-attested as a standalone term.
Theological seminaries and other specialized faith-related institutions (Carnegie),theological seminaries and other specialized faith related institutions carnegie,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,"Source-attested IPEDS glossary term. Related item: Carnegie Classification,Specialized institutions (Carnegie)"
Thesis or Dissertation Title,thesis or dissertation title,ACADEMIC_CONCEPT,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=27468,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Graduate Student
Third-Party Servicer,third party servicer,OTHER_DOMAIN_TERM,National Student Clearinghouse Compliance Central Glossary,https://help.studentclearinghouse.org/compliancecentral/knowledge-base/glossary/,Sector enrollment reporting glossary,false,LOW,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
Three-quarter Time (Q),three quarter time q,ACADEMIC_CONCEPT,National Student Clearinghouse Compliance Central Glossary,https://help.studentclearinghouse.org/compliancecentral/knowledge-base/glossary/,Sector enrollment reporting glossary,false,LOW,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
Title IV,title iv,OTHER_DOMAIN_TERM,Federal Student Aid Handbook Glossary,https://fsapartners.ed.gov/knowledge-center/fsa-handbook/glossary,Federal Student Aid glossary,false,MEDIUM,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
Title IV aid,title iv aid,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,MEDIUM,Source-attested IPEDS glossary term.
Title IV institution,title iv institution,ORGANIZATION,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,MEDIUM,Source-attested IPEDS glossary term.
Title IV Participant and Recipient,title iv participant and recipient,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26292,NCES/CEDS,false,MEDIUM,Source-attested CEDS postsecondary element; entity=PS Student; category=Term Enrollment
TOEFL,toefl,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,true,MEDIUM,Derived mechanically from source-attested form “Test of English as a Foreign Language (TOEFL)” (parenthetical-code-extracted); not independently source-attested as a standalone term.
Total cost of attendance,total cost of attendance,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term. Related item: Cost of attendance (COA) [for IPEDS reporting purposes]
Total student charges,total student charges,ROLE,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Track,track,OTHER_DOMAIN_TERM,UT Austin Office of the Registrar Glossary of Catalog Terminology,https://registrar.utexas.edu/catalogs/glossary,Public institutional catalog/registrar glossary,false,HIGH,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
Transcript,transcript,DOCUMENT_SYSTEM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,HIGH,Source-attested IPEDS glossary term.
Transcript-recognized,transcript recognized,DOCUMENT_SYSTEM,UT Austin Office of the Registrar Glossary of Catalog Terminology,https://registrar.utexas.edu/catalogs/glossary,Public institutional catalog/registrar glossary,false,LOW,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
Transcriptable,transcriptable,OTHER_DOMAIN_TERM,UT Austin Office of the Registrar Glossary of Catalog Terminology,https://registrar.utexas.edu/catalogs/glossary,Public institutional catalog/registrar glossary,false,HIGH,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
Transfer-in student,transfer in student,ROLE,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Transfer of credit,transfer of credit,PROCESS_EVENT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Transfer of Entitlement Option,transfer of entitlement option,PROCESS_EVENT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Transfer-out Indicator,transfer out indicator,PROCESS_EVENT,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=27610,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Institution Enrollment->Program
Transfer-out rate,transfer out rate,PROCESS_EVENT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Transfer-out student,transfer out student,ROLE,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Transfer-preparatory program,transfer preparatory program,PROCESS_EVENT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Transfer-ready,transfer ready,PROCESS_EVENT,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26296,NCES/CEDS,false,MEDIUM,Source-attested CEDS postsecondary element; entity=PS Student; category=Institution Enrollment
Transfer-ready students,transfer ready students,PROCESS_EVENT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Transfers from the endowment fund to the current fund,transfers from the endowment fund to the current fund,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
